actorid,address,amount,city,country,lastupdateactor,replacementcost,lastnameactor,customerid,inventoryid,length,rentduration,custompayment,districtaddess,lastnamecustom,countrycustomer
,,2.99,,,,,,,3629,,,471,,,
,,2.99,,,,,,,3630,,,471,,,
,,4.99,,,,,,,3630,,,471,,,
,,4.99,,,,,,,3630,,,471,,,
,,0.99,,,,,,,3630,,,471,,,
,,2.99,,,,,,,3630,,,471,,,
,,2.99,,,,,,,3631,,,471,,,
,,8.99,,,,,,,3631,,,471,,,
,,5.99,,,,,,,3631,,,471,,,
,,0.99,,,,,,,3631,,,471,,,
,,2.99,,,,,,,3631,,,471,,,
,,0.99,,,,,,,3632,,,471,,,
,,2.99,,,,,,,3632,,,471,,,
,,2.99,,,,,,,3632,,,471,,,
,,3.99,,,,,,,3632,,,471,,,
,,4.99,,,,,,,3632,,,471,,,
,,4.99,,,,,,,3633,,,471,,,
,,5.99,,,,,,,3633,,,471,,,
,,7.99,,,,,,,3633,,,471,,,
,,4.99,,,,,,,3634,,,471,,,
,,5.99,,,,,,,3634,,,471,,,
,,2.99,,,,,,,3634,,,471,,,
,,7.99,,,,,,,3635,,,471,,,
,,0.99,,,,,,,3635,,,471,,,
,,1.99,,,,,,,3635,,,471,,,
,,0.99,,,,,,,3636,,,472,,,
,,2.99,,,,,,,3636,,,472,,,
,,0.99,,,,,,,3637,,,472,,,
,,4.99,,,,,,,3637,,,472,,,
,,4.99,,,,,,,3637,,,472,,,
,,6.99,,,,,,,3637,,,472,,,
,,5.99,,,,,,,3638,,,472,,,
,,0.99,,,,,,,3638,,,472,,,
,,4.99,,,,,,,3638,,,472,,,
,,0.99,,,,,,,3639,,,472,,,
,,6.99,,,,,,,3639,,,472,,,
,,2.99,,,,,,,3639,,,472,,,
,,3.99,,,,,,,3640,,,472,,,
,,6.99,,,,,,,3640,,,472,,,
,,5.99,,,,,,,3640,,,472,,,
,,5.99,,,,,,,3640,,,472,,,
,,2.99,,,,,,,3641,,,472,,,
,,5.99,,,,,,,3641,,,472,,,
,,6.99,,,,,,,3641,,,472,,,
,,6.99,,,,,,,3641,,,472,,,
,,0.99,,,,,,,3642,,,472,,,
,,6.99,,,,,,,3642,,,472,,,
,,4.99,,,,,,,3642,,,472,,,
,,8.99,,,,,,,3642,,,472,,,
,,4.99,,,,,,,3642,,,472,,,
,,4.99,,,,,,,3643,,,472,,,
,,4.99,,,,,,,3643,,,472,,,
,,5.99,,,,,,,3644,,,472,,,
,,2.99,,,,,,,3644,,,472,,,
,,4.99,,,,,,,3644,,,472,,,
,,4.99,,,,,,,3644,,,473,,,
,,2.99,,,,,,,3645,,,473,,,
,,3.99,,,,,,,3645,,,473,,,
,,0.99,,,,,,,3645,,,473,,,
,,2.99,,,,,,,3645,,,473,,,
,,4.99,,,,,,,3646,,,473,,,
,,4.99,,,,,,,3646,,,473,,,
,,0.99,,,,,,,3647,,,473,,,
,,4.99,,,,,,,3647,,,473,,,
,,4.99,,,,,,,3648,,,473,,,
,,0.99,,,,,,,3648,,,473,,,
,,5.99,,,,,,,3648,,,473,,,
,,2.99,,,,,,,3649,,,473,,,
,,4.99,,,,,,,3649,,,473,,,
,,4.99,,,,,,,3649,,,473,,,
,,2.99,,,,,,,3650,,,473,,,
,,1.99,,,,,,,3650,,,473,,,
,,7.99,,,,,,,3651,,,473,,,
,,4.99,,,,,,,3651,,,473,,,
,,8.99,,,,,,,3651,,,473,,,
,,2.99,,,,,,,3651,,,473,,,
,,2.99,,,,,,,3652,,,473,,,
,,4.99,,,,,,,3652,,,473,,,
,,0.99,,,,,,,3652,,,473,,,
,,7.99,,,,,,,3652,,,473,,,
,,0.99,,,,,,,3652,,,473,,,
,,4.99,,,,,,,3653,,,473,,,
,,0.99,,,,,,,3653,,,473,,,
,,0.99,,,,,,,3654,,,473,,,
,,4.99,,,,,,,3654,,,473,,,
,,4.99,,,,,,,3655,,,473,,,
,,4.99,,,,,,,3655,,,473,,,
,,2.99,,,,,,,3655,,,473,,,
,,4.99,,,,,,,3656,,,473,,,
,,7.99,,,,,,,3656,,,474,,,
,,8.99,,,,,,,3656,,,474,,,
,,7.99,,,,,,,3656,,,474,,,
,,4.99,,,,,,,3657,,,474,,,
,,1.99,,,,,,,3657,,,474,,,
,,2.99,,,,,,,3657,,,474,,,
,,0.99,,,,,,,3658,,,474,,,
,,0.99,,,,,,,3658,,,474,,,
,,2.99,,,,,,,3658,,,474,,,
,,4.99,,,,,,,3659,,,474,,,
,,0.99,,,,,,,3659,,,474,,,
,,7.99,,,,,,,3659,,,474,,,
,,2.99,,,,,,,3660,,,474,,,
,,5.99,,,,,,,3660,,,474,,,
,,0.99,,,,,,,3660,,,474,,,
,,2.99,,,,,,,3660,,,474,,,
,,2.99,,,,,,,3660,,,474,,,
,,2.99,,,,,,,3661,,,474,,,
,,4.99,,,,,,,3661,,,474,,,
,,0.99,,,,,,,3661,,,474,,,
,,2.99,,,,,,,3662,,,474,,,
,,4.99,,,,,,,3662,,,474,,,
,,0.99,,,,,,,3662,,,474,,,
,,4.99,,,,,,,3663,,,474,,,
,,6.99,,,,,,,3663,,,474,,,
,,0.99,,,,,,,3664,,,474,,,
,,4.99,,,,,,,3664,,,475,,,
,,0.99,,,,,,,3664,,,475,,,
,,5.99,,,,,,,3664,,,475,,,
,,6.99,,,,,,,3664,,,475,,,
,,4.99,,,,,,,3665,,,475,,,
,,0.99,,,,,,,3665,,,475,,,
,,0.99,,,,,,,3665,,,475,,,
,,9.99,,,,,,,3665,,,475,,,
,,2.99,,,,,,,3666,,,475,,,
,,4.99,,,,,,,3666,,,475,,,
,,7.99,,,,,,,3666,,,475,,,
,,1.99,,,,,,,3667,,,475,,,
,,5.99,,,,,,,3667,,,475,,,
,,7.99,,,,,,,3668,,,475,,,
,,2.99,,,,,,,3668,,,475,,,
,,2.99,,,,,,,3668,,,475,,,
,,3.99,,,,,,,3669,,,475,,,
,,0.99,,,,,,,3669,,,475,,,
,,3.99,,,,,,,3669,,,475,,,
,,5.99,,,,,,,3669,,,475,,,
,,4.99,,,,,,,3669,,,475,,,
,,2.99,,,,,,,3670,,,475,,,
,,1.99,,,,,,,3670,,,475,,,
,,4.99,,,,,,,3671,,,475,,,
,,4.99,,,,,,,3671,,,476,,,
,,2.99,,,,,,,3672,,,476,,,
,,3.99,,,,,,,3672,,,476,,,
,,0.99,,,,,,,3672,,,476,,,
,,4.99,,,,,,,3672,,,476,,,
,,2.99,,,,,,,3672,,,476,,,
,,7.99,,,,,,,3673,,,476,,,
,,5.99,,,,,,,3673,,,476,,,
,,4.99,,,,,,,3673,,,476,,,
,,4.99,,,,,,,3674,,,476,,,
,,2.99,,,,,,,3674,,,476,,,
,,0.99,,,,,,,3675,,,476,,,
,,0.99,,,,,,,3675,,,476,,,
,,6.99,,,,,,,3675,,,476,,,
,,3.99,,,,,,,3676,,,476,,,
,,4.99,,,,,,,3676,,,476,,,
,,9.99,,,,,,,3677,,,476,,,
,,6.99,,,,,,,3677,,,476,,,
,,4.99,,,,,,,3677,,,476,,,
,,5.99,,,,,,,3677,,,476,,,
,,0.99,,,,,,,3677,,,476,,,
,,0.99,,,,,,,3678,,,476,,,
,,2.99,,,,,,,3678,,,477,,,
,,6.99,,,,,,,3678,,,477,,,
,,2.99,,,,,,,3678,,,477,,,
,,10.99,,,,,,,3679,,,477,,,
,,4.99,,,,,,,3679,,,477,,,
,,5.99,,,,,,,3679,,,477,,,
,,2.99,,,,,,,3680,,,477,,,
,,7.99,,,,,,,3680,,,477,,,
,,2.99,,,,,,,3680,,,477,,,
,,2.99,,,,,,,3681,,,477,,,
,,10.99,,,,,,,3681,,,477,,,
,,6.99,,,,,,,3681,,,477,,,
,,5.99,,,,,,,3681,,,477,,,
,,2.99,,,,,,,3682,,,477,,,
,,8.99,,,,,,,3682,,,477,,,
,,4.99,,,,,,,3682,,,477,,,
,,0.99,,,,,,,3682,,,477,,,
,,4.99,,,,,,,3682,,,477,,,
,,0.99,,,,,,,3683,,,477,,,
,,3.99,,,,,,,3683,,,477,,,
,,2.99,,,,,,,3683,,,477,,,
,,2.99,,,,,,,3683,,,477,,,
,,0.99,,,,,,,3683,,,478,,,
,,4.99,,,,,,,3684,,,478,,,
,,6.99,,,,,,,3684,,,478,,,
,,8.99,,,,,,,3684,,,478,,,
,,4.99,,,,,,,3685,,,478,,,
,,4.99,,,,,,,3685,,,478,,,
,,4.99,,,,,,,3685,,,478,,,
,,4.99,,,,,,,3685,,,478,,,
,,2.99,,,,,,,3686,,,478,,,
,,4.99,,,,,,,3686,,,478,,,
,,4.99,,,,,,,3686,,,478,,,
,,4.99,,,,,,,3686,,,478,,,
,,0.99,,,,,,,3687,,,478,,,
,,2.99,,,,,,,3687,,,478,,,
,,2.99,,,,,,,3687,,,478,,,
,,4.99,,,,,,,3687,,,478,,,
,,4.99,,,,,,,3687,,,478,,,
,,4.99,,,,,,,3688,,,478,,,
,,4.99,,,,,,,3688,,,478,,,
,,3.99,,,,,,,3688,,,479,,,
,,7.99,,,,,,,3688,,,479,,,
,,2.99,,,,,,,3688,,,479,,,
,,3.99,,,,,,,3689,,,479,,,
,,2.99,,,,,,,3689,,,479,,,
,,3.99,,,,,,,3689,,,479,,,
,,2.99,,,,,,,3689,,,479,,,
,,6.99,,,,,,,3689,,,479,,,
,,6.99,,,,,,,3690,,,479,,,
,,0.99,,,,,,,3690,,,479,,,
,,8.99,,,,,,,3690,,,479,,,
,,0.99,,,,,,,3690,,,479,,,
,,4.99,,,,,,,3691,,,479,,,
,,7.99,,,,,,,3691,,,479,,,
,,1.99,,,,,,,3691,,,479,,,
,,0.99,,,,,,,3691,,,479,,,
,,8.99,,,,,,,3692,,,479,,,
,,7.99,,,,,,,3692,,,479,,,
,,2.99,,,,,,,3692,,,479,,,
,,5.99,,,,,,,3693,,,479,,,
,,8.99,,,,,,,3693,,,479,,,
,,2.99,,,,,,,3693,,,479,,,
,,7.99,,,,,,,3693,,,479,,,
,,4.99,,,,,,,3693,,,479,,,
,,4.99,,,,,,,3694,,,479,,,
,,1.99,,,,,,,3694,,,479,,,
,,4.99,,,,,,,3694,,,479,,,
,,0.99,,,,,,,3694,,,479,,,
,,8.99,,,,,,,3695,,,479,,,
,,2.99,,,,,,,3695,,,479,,,
,,0.99,,,,,,,3696,,,479,,,
,,0.99,,,,,,,3696,,,480,,,
,,6.99,,,,,,,3696,,,480,,,
,,9.99,,,,,,,3696,,,480,,,
,,0.99,,,,,,,3697,,,480,,,
,,0.99,,,,,,,3697,,,480,,,
,,7.99,,,,,,,3697,,,480,,,
,,2.99,,,,,,,3697,,,480,,,
,,2.99,,,,,,,3698,,,480,,,
,,2.99,,,,,,,3698,,,480,,,
,,9.99,,,,,,,3698,,,480,,,
,,4.99,,,,,,,3698,,,480,,,
,,6.99,,,,,,,3698,,,480,,,
,,4.99,,,,,,,3699,,,480,,,
,,1.99,,,,,,,3699,,,480,,,
,,0.99,,,,,,,3699,,,480,,,
,,5.99,,,,,,,3700,,,480,,,
,,4.99,,,,,,,3700,,,480,,,
,,0.99,,,,,,,3700,,,480,,,
,,9.99,,,,,,,3700,,,480,,,
,,4.99,,,,,,,3701,,,480,,,
,,2.99,,,,,,,3701,,,480,,,
,,4.99,,,,,,,3701,,,480,,,
,,5.99,,,,,,,3702,,,481,,,
,,2.99,,,,,,,3702,,,481,,,
,,4.99,,,,,,,3702,,,481,,,
,,4.99,,,,,,,3702,,,481,,,
,,0.99,,,,,,,3702,,,481,,,
,,0.99,,,,,,,3703,,,481,,,
,,2.99,,,,,,,3703,,,481,,,
,,1.99,,,,,,,3704,,,481,,,
,,0.99,,,,,,,3704,,,481,,,
,,10.99,,,,,,,3704,,,481,,,
,,2.99,,,,,,,3704,,,481,,,
,,0.99,,,,,,,3704,,,481,,,
,,4.99,,,,,,,3705,,,481,,,
,,7.99,,,,,,,3705,,,481,,,
,,6.99,,,,,,,3706,,,481,,,
,,6.99,,,,,,,3706,,,481,,,
,,4.99,,,,,,,3706,,,481,,,
,,3.99,,,,,,,3707,,,481,,,
,,0.99,,,,,,,3707,,,481,,,
,,2.99,,,,,,,3707,,,481,,,
,,4.99,,,,,,,3707,,,481,,,
,,4.99,,,,,,,3708,,,481,,,
,,2.99,,,,,,,3708,,,481,,,
,,4.99,,,,,,,3708,,,481,,,
,,2.99,,,,,,,3709,,,481,,,
,,4.99,,,,,,,3709,,,481,,,
,,1.99,,,,,,,3709,,,481,,,
,,4.99,,,,,,,3710,,,481,,,
,,0.99,,,,,,,3710,,,481,,,
,,8.99,,,,,,,3711,,,482,,,
,,2.99,,,,,,,3711,,,482,,,
,,0.99,,,,,,,3711,,,482,,,
,,2.99,,,,,,,3711,,,482,,,
,,0.99,,,,,,,3711,,,482,,,
,,2.99,,,,,,,3712,,,482,,,
,,4.99,,,,,,,3712,,,482,,,
,,4.99,,,,,,,3712,,,482,,,
,,4.99,,,,,,,3713,,,482,,,
,,8.99,,,,,,,3713,,,482,,,
,,2.99,,,,,,,3713,,,482,,,
,,8.99,,,,,,,3713,,,482,,,
,,7.99,,,,,,,3714,,,482,,,
,,5.99,,,,,,,3714,,,482,,,
,,6.99,,,,,,,3715,,,482,,,
,,2.99,,,,,,,3715,,,482,,,
,,6.99,,,,,,,3716,,,482,,,
,,4.99,,,,,,,3716,,,482,,,
,,2.99,,,,,,,3716,,,482,,,
,,6.99,,,,,,,3717,,,482,,,
,,4.99,,,,,,,3717,,,482,,,
,,4.99,,,,,,,3718,,,482,,,
,,0.99,,,,,,,3718,,,482,,,
,,6.99,,,,,,,3718,,,482,,,
,,4.99,,,,,,,3719,,,482,,,
,,0.99,,,,,,,3719,,,482,,,
,,5.99,,,,,,,3719,,,482,,,
,,2.99,,,,,,,3719,,,482,,,
,,3.99,,,,,,,3720,,,482,,,
,,6.99,,,,,,,3720,,,483,,,
,,4.99,,,,,,,3721,,,483,,,
,,0.99,,,,,,,3721,,,483,,,
,,8.99,,,,,,,3722,,,483,,,
,,4.99,,,,,,,3722,,,483,,,
,,4.99,,,,,,,3722,,,483,,,
,,4.99,,,,,,,3722,,,483,,,
,,9.99,,,,,,,3722,,,483,,,
,,0.99,,,,,,,3723,,,483,,,
,,4.99,,,,,,,3723,,,483,,,
,,4.99,,,,,,,3724,,,483,,,
,,7.99,,,,,,,3724,,,483,,,
,,4.99,,,,,,,3724,,,483,,,
,,0.99,,,,,,,3725,,,483,,,
,,6.99,,,,,,,3725,,,483,,,
,,3.99,,,,,,,3725,,,483,,,
,,2.99,,,,,,,3725,,,483,,,
,,2.99,,,,,,,3725,,,483,,,
,,4.99,,,,,,,3726,,,484,,,
,,2.99,,,,,,,3726,,,484,,,
,,2.99,,,,,,,3726,,,484,,,
,,3.99,,,,,,,3727,,,484,,,
,,3.99,,,,,,,3727,,,484,,,
,,4.99,,,,,,,3727,,,484,,,
,,5.99,,,,,,,3728,,,484,,,
,,4.99,,,,,,,3728,,,484,,,
,,2.99,,,,,,,3728,,,484,,,
,,6.99,,,,,,,3728,,,484,,,
,,0.99,,,,,,,3729,,,484,,,
,,6.99,,,,,,,3729,,,484,,,
,,5.99,,,,,,,3730,,,484,,,
,,2.99,,,,,,,3730,,,484,,,
,,6.99,,,,,,,3730,,,484,,,
,,4.99,,,,,,,3731,,,484,,,
,,2.99,,,,,,,3731,,,484,,,
,,0.99,,,,,,,3731,,,484,,,
,,5.99,,,,,,,3731,,,484,,,
,,9.99,,,,,,,3731,,,484,,,
,,4.99,,,,,,,3732,,,484,,,
,,8.99,,,,,,,3732,,,484,,,
,,4.99,,,,,,,3733,,,484,,,
,,0.99,,,,,,,3733,,,484,,,
,,4.99,,,,,,,3733,,,484,,,
,,7.99,,,,,,,3733,,,484,,,
,,0.99,,,,,,,3734,,,484,,,
,,3.99,,,,,,,3734,,,484,,,
,,2.99,,,,,,,3734,,,484,,,
,,4.99,,,,,,,3734,,,484,,,
,,2.99,,,,,,,3734,,,485,,,
,,2.99,,,,,,,3735,,,485,,,
,,8.99,,,,,,,3735,,,485,,,
,,0.99,,,,,,,3736,,,485,,,
,,1.99,,,,,,,3736,,,485,,,
,,0.99,,,,,,,3737,,,485,,,
,,3.99,,,,,,,3737,,,485,,,
,,2.99,,,,,,,3737,,,485,,,
,,2.99,,,,,,,3737,,,485,,,
,,3.99,,,,,,,3737,,,485,,,
,,3.99,,,,,,,3738,,,485,,,
,,4.99,,,,,,,3738,,,485,,,
,,4.99,,,,,,,3738,,,485,,,
,,4.99,,,,,,,3739,,,485,,,
,,4.99,,,,,,,3739,,,485,,,
,,6.99,,,,,,,3739,,,485,,,
,,2.99,,,,,,,3739,,,485,,,
,,4.99,,,,,,,3740,,,485,,,
,,2.99,,,,,,,3740,,,485,,,
,,2.99,,,,,,,3740,,,485,,,
,,0.99,,,,,,,3740,,,485,,,
,,4.99,,,,,,,3741,,,485,,,
,,6.99,,,,,,,3741,,,485,,,
,,3.99,,,,,,,3741,,,485,,,
,,4.99,,,,,,,3741,,,485,,,
,,2.99,,,,,,,3741,,,485,,,
,,8.99,,,,,,,3742,,,485,,,
,,0.99,,,,,,,3742,,,485,,,
,,2.99,,,,,,,3742,,,485,,,
,,8.99,,,,,,,3743,,,486,,,
,,2.99,,,,,,,3743,,,486,,,
,,0.99,,,,,,,3743,,,486,,,
,,4.99,,,,,,,3744,,,486,,,
,,5.99,,,,,,,3744,,,486,,,
,,2.99,,,,,,,3744,,,486,,,
,,2.99,,,,,,,3744,,,486,,,
,,4.99,,,,,,,3744,,,486,,,
,,4.99,,,,,,,3745,,,486,,,
,,4.99,,,,,,,3745,,,486,,,
,,2.99,,,,,,,3745,,,486,,,
,,7.99,,,,,,,3745,,,486,,,
,,4.99,,,,,,,3746,,,486,,,
,,4.99,,,,,,,3746,,,486,,,
,,4.99,,,,,,,3747,,,486,,,
,,4.99,,,,,,,3747,,,486,,,
,,8.99,,,,,,,3748,,,486,,,
,,0.99,,,,,,,3748,,,486,,,
,,2.99,,,,,,,3748,,,486,,,
,,4.99,,,,,,,3749,,,486,,,
,,0.99,,,,,,,3749,,,486,,,
,,2.99,,,,,,,3749,,,486,,,
,,4.99,,,,,,,3749,,,486,,,
,,0.99,,,,,,,3750,,,486,,,
,,4.99,,,,,,,3750,,,486,,,
,,4.99,,,,,,,3751,,,486,,,
,,3.99,,,,,,,3751,,,487,,,
,,1.99,,,,,,,3752,,,487,,,
,,2.99,,,,,,,3752,,,487,,,
,,3.99,,,,,,,3753,,,487,,,
,,2.99,,,,,,,3753,,,487,,,
,,2.99,,,,,,,3754,,,487,,,
,,0.99,,,,,,,3754,,,487,,,
,,4.99,,,,,,,3754,,,487,,,
,,1.99,,,,,,,3755,,,487,,,
,,2.99,,,,,,,3755,,,487,,,
,,4.99,,,,,,,3755,,,487,,,
,,7.99,,,,,,,3756,,,487,,,
,,2.99,,,,,,,3756,,,487,,,
,,3.99,,,,,,,3756,,,487,,,
,,0.99,,,,,,,3756,,,487,,,
,,2.99,,,,,,,3757,,,487,,,
,,6.99,,,,,,,3757,,,487,,,
,,6.99,,,,,,,3757,,,487,,,
,,5.99,,,,,,,3757,,,487,,,
,,9.99,,,,,,,3757,,,487,,,
,,5.99,,,,,,,3758,,,487,,,
,,5.99,,,,,,,3758,,,487,,,
,,7.99,,,,,,,3758,,,487,,,
,,4.99,,,,,,,3759,,,487,,,
,,7.99,,,,,,,3759,,,487,,,
,,2.99,,,,,,,3759,,,487,,,
,,3.99,,,,,,,3759,,,488,,,
,,5.99,,,,,,,3759,,,488,,,
,,6.99,,,,,,,3760,,,488,,,
,,5.99,,,,,,,3760,,,488,,,
,,8.99,,,,,,,3760,,,488,,,
,,5.99,,,,,,,3761,,,488,,,
,,5.99,,,,,,,3761,,,488,,,
,,2.99,,,,,,,3761,,,488,,,
,,0.99,,,,,,,3762,,,488,,,
,,2.99,,,,,,,3762,,,488,,,
,,5.99,,,,,,,3762,,,488,,,
,,2.99,,,,,,,3763,,,488,,,
,,0.99,,,,,,,3763,,,488,,,
,,5.99,,,,,,,3764,,,488,,,
,,0.99,,,,,,,3764,,,488,,,
,,3.99,,,,,,,3764,,,488,,,
,,5.99,,,,,,,3764,,,488,,,
,,4.99,,,,,,,3765,,,488,,,
,,5.99,,,,,,,3765,,,488,,,
,,0.99,,,,,,,3766,,,488,,,
,,2.99,,,,,,,3766,,,488,,,
,,2.99,,,,,,,3767,,,488,,,
,,4.99,,,,,,,3767,,,489,,,
,,2.99,,,,,,,3767,,,489,,,
,,3.99,,,,,,,3768,,,489,,,
,,0.99,,,,,,,3768,,,489,,,
,,7.99,,,,,,,3769,,,489,,,
,,4.99,,,,,,,3769,,,489,,,
,,2.99,,,,,,,3770,,,489,,,
,,3.99,,,,,,,3770,,,489,,,
,,4.99,,,,,,,3770,,,489,,,
,,0.99,,,,,,,3770,,,489,,,
,,4.99,,,,,,,3770,,,489,,,
,,9.99,,,,,,,3771,,,489,,,
,,4.99,,,,,,,3771,,,489,,,
,,6.99,,,,,,,3771,,,489,,,
,,6.99,,,,,,,3771,,,489,,,
,,4.99,,,,,,,3772,,,489,,,
,,5.99,,,,,,,3772,,,489,,,
,,2.99,,,,,,,3772,,,489,,,
,,6.99,,,,,,,3773,,,489,,,
,,0.99,,,,,,,3773,,,489,,,
,,4.99,,,,,,,3773,,,489,,,
,,6.99,,,,,,,3773,,,490,,,
,,4.99,,,,,,,3774,,,490,,,
,,3.99,,,,,,,3774,,,490,,,
,,4.99,,,,,,,3774,,,490,,,
,,4.99,,,,,,,3774,,,490,,,
,,2.99,,,,,,,3774,,,490,,,
,,5.99,,,,,,,3775,,,490,,,
,,7.99,,,,,,,3775,,,490,,,
,,0.99,,,,,,,3775,,,490,,,
,,4.99,,,,,,,3775,,,490,,,
,,2.99,,,,,,,3775,,,490,,,
,,4.99,,,,,,,3776,,,490,,,
,,2.99,,,,,,,3776,,,490,,,
,,8.99,,,,,,,3776,,,490,,,
,,5.99,,,,,,,3776,,,490,,,
,,4.99,,,,,,,3777,,,490,,,
,,0.99,,,,,,,3777,,,490,,,
,,7.99,,,,,,,3778,,,490,,,
,,7.99,,,,,,,3778,,,490,,,
,,2.99,,,,,,,3779,,,490,,,
,,4.99,,,,,,,3779,,,490,,,
,,6.99,,,,,,,3779,,,490,,,
,,2.99,,,,,,,3779,,,490,,,
,,2.99,,,,,,,3780,,,490,,,
,,2.99,,,,,,,3780,,,491,,,
,,0.99,,,,,,,3780,,,491,,,
,,2.99,,,,,,,3781,,,491,,,
,,4.99,,,,,,,3781,,,491,,,
,,4.99,,,,,,,3782,,,491,,,
,,4.99,,,,,,,3782,,,491,,,
,,4.99,,,,,,,3783,,,491,,,
,,4.99,,,,,,,3783,,,491,,,
,,3.99,,,,,,,3783,,,491,,,
,,8.99,,,,,,,3783,,,491,,,
,,2.99,,,,,,,3784,,,491,,,
,,6.99,,,,,,,3784,,,491,,,
,,4.99,,,,,,,3784,,,491,,,
,,2.99,,,,,,,3784,,,491,,,
,,3.99,,,,,,,3784,,,491,,,
,,6.99,,,,,,,3785,,,491,,,
,,7.99,,,,,,,3785,,,491,,,
,,6.99,,,,,,,3785,,,491,,,
,,2.99,,,,,,,3786,,,491,,,
,,4.99,,,,,,,3786,,,491,,,
,,6.99,,,,,,,3786,,,491,,,
,,4.99,,,,,,,3786,,,491,,,
,,0.99,,,,,,,3787,,,491,,,
,,4.99,,,,,,,3787,,,491,,,
,,2.99,,,,,,,3788,,,491,,,
,,0.99,,,,,,,3788,,,491,,,
,,5.99,,,,,,,3789,,,491,,,
,,2.99,,,,,,,3789,,,492,,,
,,1.99,,,,,,,3790,,,492,,,
,,4.99,,,,,,,3790,,,492,,,
,,4.99,,,,,,,3790,,,492,,,
,,9.99,,,,,,,3791,,,492,,,
,,8.99,,,,,,,3791,,,492,,,
,,2.99,,,,,,,3791,,,492,,,
,,6.99,,,,,,,3791,,,492,,,
,,0.99,,,,,,,3792,,,492,,,
,,0.99,,,,,,,3792,,,492,,,
,,2.99,,,,,,,3792,,,492,,,
,,2.99,,,,,,,3792,,,492,,,
,,4.99,,,,,,,3793,,,492,,,
,,2.99,,,,,,,3793,,,492,,,
,,0.99,,,,,,,3793,,,492,,,
,,4.99,,,,,,,3793,,,492,,,
,,7.99,,,,,,,3794,,,493,,,
,,3.99,,,,,,,3794,,,493,,,
,,4.99,,,,,,,3794,,,493,,,
,,0.99,,,,,,,3794,,,493,,,
,,2.99,,,,,,,3795,,,493,,,
,,4.99,,,,,,,3795,,,493,,,
,,5.99,,,,,,,3795,,,493,,,
,,7.99,,,,,,,3796,,,493,,,
,,4.99,,,,,,,3796,,,493,,,
,,2.99,,,,,,,3796,,,493,,,
,,7.99,,,,,,,3796,,,493,,,
,,4.99,,,,,,,3797,,,493,,,
,,2.99,,,,,,,3797,,,493,,,
,,6.99,,,,,,,3797,,,493,,,
,,7.99,,,,,,,3797,,,493,,,
,,2.99,,,,,,,3798,,,493,,,
,,6.99,,,,,,,3798,,,493,,,
,,4.99,,,,,,,3798,,,493,,,
,,4.99,,,,,,,3798,,,493,,,
,,0.99,,,,,,,3799,,,493,,,
,,6.99,,,,,,,3799,,,493,,,
,,2.99,,,,,,,3800,,,493,,,
,,2.99,,,,,,,3800,,,493,,,
,,4.99,,,,,,,3800,,,494,,,
,,2.99,,,,,,,3800,,,494,,,
,,0.99,,,,,,,3801,,,494,,,
,,2.99,,,,,,,3801,,,494,,,
,,0.99,,,,,,,3802,,,494,,,
,,3.99,,,,,,,3802,,,494,,,
,,5.99,,,,,,,3802,,,494,,,
,,7.99,,,,,,,3803,,,494,,,
,,4.99,,,,,,,3803,,,494,,,
,,2.99,,,,,,,3803,,,494,,,
,,3.99,,,,,,,3804,,,494,,,
,,8.99,,,,,,,3804,,,494,,,
,,1.99,,,,,,,3804,,,494,,,
,,2.99,,,,,,,3804,,,494,,,
,,2.99,,,,,,,3805,,,494,,,
,,4.99,,,,,,,3805,,,494,,,
,,4.99,,,,,,,3805,,,494,,,
,,7.99,,,,,,,3805,,,494,,,
,,2.99,,,,,,,3806,,,494,,,
,,7.99,,,,,,,3806,,,494,,,
,,0.99,,,,,,,3806,,,494,,,
,,2.99,,,,,,,3807,,,494,,,
,,3.99,,,,,,,3807,,,494,,,
,,5.99,,,,,,,3808,,,494,,,
,,0.99,,,,,,,3808,,,494,,,
,,3.99,,,,,,,3809,,,494,,,
,,5.99,,,,,,,3809,,,494,,,
,,4.99,,,,,,,3809,,,494,,,
,,6.99,,,,,,,3810,,,494,,,
,,9.99,,,,,,,3810,,,494,,,
,,4.99,,,,,,,3810,,,494,,,
,,4.99,,,,,,,3810,,,495,,,
,,4.99,,,,,,,3810,,,495,,,
,,2.99,,,,,,,3811,,,495,,,
,,4.99,,,,,,,3811,,,495,,,
,,7.99,,,,,,,3812,,,495,,,
,,3.99,,,,,,,3812,,,495,,,
,,2.99,,,,,,,3812,,,495,,,
,,7.99,,,,,,,3812,,,495,,,
,,7.99,,,,,,,3813,,,495,,,
,,2.99,,,,,,,3813,,,495,,,
,,0.99,,,,,,,3813,,,495,,,
,,1.99,,,,,,,3813,,,495,,,
,,5.99,,,,,,,3814,,,495,,,
,,5.99,,,,,,,3814,,,495,,,
,,9.99,,,,,,,3814,,,495,,,
,,4.99,,,,,,,3814,,,495,,,
,,4.99,,,,,,,3815,,,495,,,
,,5.99,,,,,,,3815,,,495,,,
,,4.99,,,,,,,3815,,,495,,,
,,5.99,,,,,,,3816,,,495,,,
,,0.99,,,,,,,3816,,,495,,,
,,3.99,,,,,,,3816,,,495,,,
,,2.99,,,,,,,3816,,,495,,,
,,4.99,,,,,,,3817,,,495,,,
,,2.99,,,,,,,3817,,,495,,,
,,0.99,,,,,,,3817,,,495,,,
